unknown/Content/DASH/Live/channel(canale5)/manifest_hd.mpd;mi=239.200.0.80&mp=5004&mii=1&mpi=0&st=dash&sri=canale5hd&lsv=0+1631753344830item-06item;0+1631753344830item-07item;0+1631753344830item-08item&mia=239.200.0.83&mpa=5004&miia=1&mpia=0&lsa=0+1631753344830item-09item&dspd=8000
unknown/Content/HLS/Live/channel(timvisionpromo1)/index.m3u8;mi=239.200.0.1&mp=5004&mii=1&mpi=0&st=hls&sri=TimVisionPromo1-hls_clear&lsv=0+7517172;0+5879080;0+3056385
